gene_callers_id	source	accession	function	e_value
44746	KOfam	K05596	LysR family transcriptional regulator, chromosome initiation inhibitor	9.3e-83
50063	KOfam	K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	2.9e-170
47980	KOfam	K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	4.4e-153
50955	KOfam	K03695	ATP-dependent Clp protease ATP-binding subunit ClpB	0
48148	KOfam	K03695	ATP-dependent Clp protease ATP-binding subunit ClpB	0
46737	KOfam	K07395	putative proteasome-type protease	2.6e-107
45427	KOfam	K10831	taurine transport system ATP-binding protein [EC:7.6.2.7]	1.9e-113
44771	KOfam	K06909	phage terminase large subunit	9.1e-77
47496	KOfam	K23227	ferric hydroxamate transport system substrate-binding protein	1e-100
46112	KOfam	K01938	formate--tetrahydrofolate ligase [EC:6.3.4.3]	2.5e-272
48641	KOfam	K07391	magnesium chelatase family protein	8.1e-188
45553	KOfam	K07391	magnesium chelatase family protein	4.7e-103
49521	KOfam	K07391	magnesium chelatase family protein	7.3e-54
48897	KOfam	K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	5.2e-70
49271	KOfam	K05592	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	1.6e-229
46764	KOfam	K22105	TetR/AcrR family transcriptional regulator, fatty acid biosynthesis regulator	7.6e-75
45334	KOfam	K03652	DNA-3-methyladenine glycosylase [EC:3.2.2.21]	2.4e-77
48627	KOfam	K21395	TRAP-type transport system periplasmic protein	1.3e-104
46311	KOfam	K21395	TRAP-type transport system periplasmic protein	3.4e-98
48403	KOfam	K21395	TRAP-type transport system periplasmic protein	2.1e-96
47751	KOfam	K03646	colicin import membrane protein	6.4e-34
47898	KOfam	K03646	colicin import membrane protein	3.4e-26
45368	KOfam	K12993	O-antigen biosynthesis alpha-1,2-mannosyltransferase/rhamnosyltransferase [EC:2.4.1.371 2.4.1.-]	6.8e-148
50662	KOfam	K02558	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]	1e-206
49736	KOfam	K02558	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]	1.8e-176
49252	KOfam	K07346	fimbrial chaperone protein	9.8e-58
47727	KOfam	K01079	phosphoserine phosphatase [EC:3.1.3.3]	2e-96
50591	KOfam	K01079	phosphoserine phosphatase [EC:3.1.3.3]	8e-93
51011	KOfam	K01079	phosphoserine phosphatase [EC:3.1.3.3]	1.9e-62
49250	KOfam	K02564	glucosamine-6-phosphate deaminase [EC:3.5.99.6]	4.3e-54
46442	KOfam	K00373	nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW	3.2e-57
50706	KOfam	K09800	translocation and assembly module TamB	4.5e-107
50584	KOfam	K09800	translocation and assembly module TamB	8.5e-79
48263	KOfam	K09800	translocation and assembly module TamB	3.3e-34
49944	KOfam	K00824	D-alanine transaminase [EC:2.6.1.21]	1.2e-87
50952	KOfam	K05784	benzoate/toluate 1,2-dioxygenase reductase component [EC:1.18.1.-]	1.9e-157
51061	KOfam	K05790	lipopolysaccharide biosynthesis protein WzzE	1.2e-164
45264	KOfam	K07636	two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	8.4e-98
45117	KOfam	K01247	DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	1.4e-77
50155	KOfam	K01247	DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	3.1e-75
48472	KOfam	K02996	small subunit ribosomal protein S9	3.1e-59
46775	KOfam	K02996	small subunit ribosomal protein S9	3.2e-56
45915	KOfam	K13643	Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor	3.6e-66
45317	KOfam	K13643	Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor	4.8e-63
48269	KOfam	K02028	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	1.2e-133
47799	KOfam	K02028	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	6.9e-130
46940	KOfam	K02028	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	1.5e-129
47601	KOfam	K02028	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	2e-126
47785	KOfam	K02028	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	3e-118
47260	KOfam	K07150	uncharacterized protein	6.2e-80
49208	KOfam	K02982	small subunit ribosomal protein S3	2.6e-104
46067	KOfam	K02982	small subunit ribosomal protein S3	7.9e-38
48201	KOfam	K11068	hemolysin III	1.3e-77
45447	KOfam	K11068	hemolysin III	3.5e-77
48611	KOfam	K11068	hemolysin III	1.7e-69
47795	KOfam	K02014	iron complex outermembrane recepter protein	2.7e-97
49334	KOfam	K02014	iron complex outermembrane recepter protein	1.8e-95
46876	KOfam	K02014	iron complex outermembrane recepter protein	1.1e-86
50888	KOfam	K02014	iron complex outermembrane recepter protein	4.7e-86
47140	KOfam	K02014	iron complex outermembrane recepter protein	1e-85
50002	KOfam	K02014	iron complex outermembrane recepter protein	5.9e-79
45537	KOfam	K02014	iron complex outermembrane recepter protein	4.1e-62
45596	KOfam	K02014	iron complex outermembrane recepter protein	6.3e-62
47101	KOfam	K02014	iron complex outermembrane recepter protein	1.4e-49
49367	KOfam	K00950	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	4.4e-58
50821	KOfam	K01496	phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]	8.9e-57
49626	KOfam	K00788	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	1.2e-66
47493	KOfam	K03281	chloride channel protein, CIC family	1.6e-123
49815	KOfam	K07795	putative tricarboxylic transport membrane protein	2.2e-120
46894	KOfam	K07795	putative tricarboxylic transport membrane protein	3.5e-66
45337	KOfam	K07795	putative tricarboxylic transport membrane protein	6.4e-66
48863	KOfam	K07795	putative tricarboxylic transport membrane protein	1.9e-63
45361	KOfam	K07795	putative tricarboxylic transport membrane protein	4.5e-56
49970	KOfam	K07795	putative tricarboxylic transport membrane protein	3.6e-54
46853	KOfam	K07795	putative tricarboxylic transport membrane protein	4e-54
48871	KOfam	K07795	putative tricarboxylic transport membrane protein	6e-53
49971	KOfam	K07795	putative tricarboxylic transport membrane protein	1.3e-52
48461	KOfam	K07795	putative tricarboxylic transport membrane protein	1.5e-52
50077	KOfam	K07795	putative tricarboxylic transport membrane protein	3e-48
50614	KOfam	K07795	putative tricarboxylic transport membrane protein	2.8e-34
49103	KOfam	K02835	peptide chain release factor 1	1.4e-153
46799	KOfam	K02835	peptide chain release factor 1	1.4e-146
44823	KOfam	K16868	tellurite methyltransferase [EC:2.1.1.265]	1.4e-67
48361	KOfam	K16868	tellurite methyltransferase [EC:2.1.1.265]	5e-38
50216	KOfam	K07742	uncharacterized protein	9.9e-25
48970	KOfam	K07742	uncharacterized protein	1.9e-23
45691	KOfam	K03524	BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	2.3e-61
49982	KOfam	K03524	BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	1.3e-53
49444	KOfam	K14058	tRNA 2-thiocytidine biosynthesis protein TtcA	5.9e-159
49915	KOfam	K14058	tRNA 2-thiocytidine biosynthesis protein TtcA	1.4e-153
50879	KOfam	K14058	tRNA 2-thiocytidine biosynthesis protein TtcA	2.1e-142
45158	KOfam	K14058	tRNA 2-thiocytidine biosynthesis protein TtcA	8.4e-141
48830	KOfam	K14058	tRNA 2-thiocytidine biosynthesis protein TtcA	1.4e-101
50462	KOfam	K14058	tRNA 2-thiocytidine biosynthesis protein TtcA	3.3e-67
45023	KOfam	K08303	putative protease [EC:3.4.-.-]	6.1e-154
45474	KOfam	K08303	putative protease [EC:3.4.-.-]	2.4e-152
50677	KOfam	K08303	putative protease [EC:3.4.-.-]	1.7e-146
49267	KOfam	K08303	putative protease [EC:3.4.-.-]	8.6e-104
47750	KOfam	K08303	putative protease [EC:3.4.-.-]	2.7e-29
48397	KOfam	K03530	DNA-binding protein HU-beta	3.6e-43
45412	KOfam	K03530	DNA-binding protein HU-beta	1.7e-39
46571	KOfam	K03530	DNA-binding protein HU-beta	1.4e-35
47069	KOfam	K03530	DNA-binding protein HU-beta	2.2e-33
49071	KOfam	K18138	multidrug efflux pump	0
46908	KOfam	K07018	uncharacterized protein	3.1e-76
45722	KOfam	K07018	uncharacterized protein	1.8e-66
49567	KOfam	K19226	cationic peptide transport system substrate-binding protein	1.5e-272
47384	KOfam	K02160	acetyl-CoA carboxylase biotin carboxyl carrier protein	7.3e-55
49688	KOfam	K12373	hexosaminidase [EC:3.2.1.52]	3.7e-156
49465	KOfam	K00763	nicotinate phosphoribosyltransferase [EC:6.3.4.21]	1.3e-172
47686	KOfam	K00763	nicotinate phosphoribosyltransferase [EC:6.3.4.21]	4.7e-73
47672	KOfam	K09747	uncharacterized protein	2.7e-42
48606	KOfam	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]	0
45237	KOfam	K01657	anthranilate synthase component I [EC:4.1.3.27]	3.2e-198
46608	KOfam	K01657	anthranilate synthase component I [EC:4.1.3.27]	6.6e-194
48832	KOfam	K01657	anthranilate synthase component I [EC:4.1.3.27]	2e-153
45858	KOfam	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	5.9e-237
50291	KOfam	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	1.5e-96
44926	KOfam	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	4.6e-34
45298	KOfam	K03040	DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	3.8e-132
47313	KOfam	K03040	DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	2.5e-127
47852	KOfam	K03040	DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	5.7e-43
51056	KOfam	K03732	ATP-dependent RNA helicase RhlB [EC:3.6.4.13]	6e-204
47725	KOfam	K04075	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	8.9e-86
45119	KOfam	K04075	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	2.4e-84
50153	KOfam	K04075	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	3.1e-83
47190	KOfam	K04075	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	6.4e-68
50258	KOfam	K04075	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	1.5e-54
46473	KOfam	K07568	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	3.8e-148
47814	KOfam	K07568	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	2.4e-142
49226	KOfam	K07568	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	1.7e-141
47604	KOfam	K10014	histidine transport system substrate-binding protein	2.2e-129
50757	KOfam	K01118	FMN-dependent NADH-azoreductase [EC:1.7.1.17]	5.9e-90
47602	KOfam	K10015	histidine transport system permease protein	6.2e-128
48151	KOfam	K00560	thymidylate synthase [EC:2.1.1.45]	3.8e-135
48203	KOfam	K00560	thymidylate synthase [EC:2.1.1.45]	1.7e-133
44824	KOfam	K00560	thymidylate synthase [EC:2.1.1.45]	2.2e-133
47089	KOfam	K00574	cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	3.6e-149
49968	KOfam	K00574	cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	5e-125
49699	KOfam	K00574	cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	1.3e-63
49559	KOfam	K10001	glutamate/aspartate transport system substrate-binding protein	1.2e-134
46937	KOfam	K10001	glutamate/aspartate transport system substrate-binding protein	2.8e-128
50251	KOfam	K10001	glutamate/aspartate transport system substrate-binding protein	1.3e-117
48189	KOfam	K03733	integrase/recombinase XerC	2.5e-98
48821	KOfam	K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	5.5e-194
45095	KOfam	K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	2.9e-161
45387	KOfam	K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	4.2e-146
49924	KOfam	K19780	antisense regulator of RalR protein	2e-36
48745	KOfam	K01695	tryptophan synthase alpha chain [EC:4.2.1.20]	1.4e-104
49864	KOfam	K21974	probable RcsB/C two-component-system connector	5.7e-37
50465	KOfam	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]	1.6e-68
49023	KOfam	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]	6.5e-60
49656	KOfam	K03519	aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]	2.7e-84
46816	KOfam	K01468	imidazolonepropionase [EC:3.5.2.7]	1.4e-124
49568	KOfam	K19227	cationic peptide transport system permease protein	2.6e-161
46335	KOfam	K07019	uncharacterized protein	1.6e-114
44862	KOfam	K18139	outer membrane protein, multidrug efflux system	7.5e-180
48771	KOfam	K18139	outer membrane protein, multidrug efflux system	1.9e-175
45928	KOfam	K18139	outer membrane protein, multidrug efflux system	1e-172
48126	KOfam	K00986	RNA-directed DNA polymerase [EC:2.7.7.49]	5.8e-89
47906	KOfam	K00986	RNA-directed DNA polymerase [EC:2.7.7.49]	3.7e-50
46715	KOfam	K00986	RNA-directed DNA polymerase [EC:2.7.7.49]	1.7e-41
46375	KOfam	K21948	3-dehydrotetronate 4-kinase [EC:2.7.1.217]	1.1e-197
48553	KOfam	K14059	integrase	5.9e-99
46180	KOfam	K03525	type III pantothenate kinase [EC:2.7.1.33]	1.1e-65
47329	KOfam	K09008	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	4e-16
48349	KOfam	K09008	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	4.6e-16
48724	KOfam	K00979	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	6.2e-114
48732	KOfam	K00979	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	2.8e-113
45697	KOfam	K00979	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	9.4e-108
49876	KOfam	K18850	50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]	1.6e-149
48725	KOfam	K09791	uncharacterized protein	1.1e-29
48733	KOfam	K09791	uncharacterized protein	7.5e-26
45698	KOfam	K09791	uncharacterized protein	1.4e-23
47930	KOfam	K09949	uncharacterized protein	4.5e-66
50872	KOfam	K00945	CMP/dCMP kinase [EC:2.7.4.25]	1.4e-90
46393	KOfam	K00945	CMP/dCMP kinase [EC:2.7.4.25]	1.7e-81
50261	KOfam	K00945	CMP/dCMP kinase [EC:2.7.4.25]	8.7e-45
49785	KOfam	K11690	C4-dicarboxylate transporter, DctM subunit	3.9e-166
48405	KOfam	K11690	C4-dicarboxylate transporter, DctM subunit	1e-165
46312	KOfam	K11690	C4-dicarboxylate transporter, DctM subunit	2.6e-131
47083	KOfam	K11690	C4-dicarboxylate transporter, DctM subunit	5.7e-94
48629	KOfam	K11690	C4-dicarboxylate transporter, DctM subunit	1.1e-70
49276	KOfam	K02834	ribosome-binding factor A	9.4e-20
44770	KOfam	K09961	uncharacterized protein	9.1e-160
49814	KOfam	K07794	putative tricarboxylic transport membrane protein	8.5e-24
45053	KOfam	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	1e-201
47645	KOfam	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	1.2e-195
48816	KOfam	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	6.1e-178
47454	KOfam	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	2.7e-149
47219	KOfam	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	2.7e-149
49983	KOfam	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	1.4e-147
45849	KOfam	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	1e-45
46957	KOfam	K00951	GTP pyrophosphokinase [EC:2.7.6.5]	2.8e-218
45646	KOfam	K00616	transaldolase [EC:2.2.1.2]	2.4e-116
50745	KOfam	K00616	transaldolase [EC:2.2.1.2]	3.6e-101
46362	KOfam	K02001	glycine betaine/proline transport system permease protein	1.1e-171
47495	KOfam	K02015	iron complex transport system permease protein	6.4e-131
45371	KOfam	K02015	iron complex transport system permease protein	7.4e-77
47370	KOfam	K19353	heptose-I-phosphate ethanolaminephosphotransferase [EC:2.7.8.-]	9e-104
49132	KOfam	K19353	heptose-I-phosphate ethanolaminephosphotransferase [EC:2.7.8.-]	1.4e-102
48119	KOfam	K01534	Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]	5.5e-250
50487	KOfam	K03445	MFS transporter, DHA1 family, purine ribonucleoside efflux pump	7.2e-221
48933	KOfam	K01246	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	1e-90
46480	KOfam	K01246	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	5.6e-82
49875	KOfam	K07637	two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]	5e-159
50463	KOfam	K01520	dUTP pyrophosphatase [EC:3.6.1.23]	6.2e-20
50437	KOfam	K01520	dUTP pyrophosphatase [EC:3.6.1.23]	3e-18
48268	KOfam	K02029	polar amino acid transport system permease protein	7.6e-94
47800	KOfam	K02029	polar amino acid transport system permease protein	1.1e-83
48001	KOfam	K02029	polar amino acid transport system permease protein	1.2e-81
49148	KOfam	K02029	polar amino acid transport system permease protein	5.6e-76
46939	KOfam	K02029	polar amino acid transport system permease protein	3.6e-69
47602	KOfam	K02029	polar amino acid transport system permease protein	8.1e-66
47887	KOfam	K02968	small subunit ribosomal protein S20	1.1e-28
47013	KOfam	K02968	small subunit ribosomal protein S20	1.8e-23
48245	KOfam	K02968	small subunit ribosomal protein S20	7.7e-11
47566	KOfam	K07810	Cu(I)/Ag(I) efflux system periplasmic protein CusF	5.6e-34
46726	KOfam	K00831	phosphoserine aminotransferase [EC:2.6.1.52]	1.8e-151
44984	KOfam	K00831	phosphoserine aminotransferase [EC:2.6.1.52]	1.7e-50
44739	KOfam	K09815	zinc transport system substrate-binding protein	9.1e-129
50944	KOfam	K09801	uncharacterized protein	1.9e-29
50179	KOfam	K03492	GntR family transcriptional regulator	2.3e-74
47300	KOfam	K02954	small subunit ribosomal protein S14	4.9e-34
47620	KOfam	K02954	small subunit ribosomal protein S14	6.7e-33
47722	KOfam	K02203	phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]	5.8e-102
49253	KOfam	K07347	outer membrane usher protein	1.3e-266
45684	KOfam	K07347	outer membrane usher protein	9.6e-218
50951	KOfam	K05550	benzoate/toluate 1,2-dioxygenase subunit beta [EC:1.14.12.10 1.14.12.-]	2.5e-67
45080	KOfam	K21394	TRAP-type transport system small permease protein	1.3e-48
46313	KOfam	K21394	TRAP-type transport system small permease protein	1.3e-41
48404	KOfam	K21394	TRAP-type transport system small permease protein	6.3e-32
48628	KOfam	K21394	TRAP-type transport system small permease protein	3.1e-31
48640	KOfam	K03653	N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]	8.1e-70
48209	KOfam	K12979	beta-hydroxylase [EC:1.14.11.-]	6.4e-137
46389	KOfam	K19804	lipopolysaccharide assembly protein B	4.6e-109
48756	KOfam	K19804	lipopolysaccharide assembly protein B	1.3e-66
47913	KOfam	K05593	aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	7.4e-84
50371	KOfam	K07390	monothiol glutaredoxin	3.9e-58
50011	KOfam	K07390	monothiol glutaredoxin	1.1e-57
45307	KOfam	K01939	adenylosuccinate synthase [EC:6.3.4.4]	2.2e-190
48352	KOfam	K01939	adenylosuccinate synthase [EC:6.3.4.4]	2.4e-186
44802	KOfam	K03690	ubiquinone biosynthesis protein UbiJ	3.6e-43
48796	KOfam	K12945	GDP-mannose pyrophosphatase NudK [EC:3.6.1.-]	1.6e-104
46416	KOfam	K12945	GDP-mannose pyrophosphatase NudK [EC:3.6.1.-]	6.2e-89
48561	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	5.1e-73
44826	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	5.4e-68
49152	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	5e-67
48092	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	1.5e-66
48857	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	3.5e-66
47574	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	2e-56
47109	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	6.6e-53
45463	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	1.3e-51
47498	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	1.4e-51
50392	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	2.9e-50
48269	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	3.2e-50
51028	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	1.4e-48
49151	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	2.3e-48
47785	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	3.3e-47
47799	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	1.6e-46
46225	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	8e-46
46690	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	1.8e-45
49973	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	2e-45
46940	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	1.5e-44
45462	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	1.2e-43
50787	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	2.2e-43
47546	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	8.2e-43
47601	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	1.5e-42
49878	KOfam	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	3.6e-41
50068	KOfam	K03686	molecular chaperone DnaJ	8.1e-145
50596	KOfam	K03686	molecular chaperone DnaJ	8.7e-126
46293	KOfam	K06926	uncharacterized protein	1.5e-61
49519	KOfam	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	1.9e-63
45229	KOfam	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	1.2e-55
50719	KOfam	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	5.1e-51
45181	KOfam	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	4.7e-50
48978	KOfam	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	4.1e-48
47279	KOfam	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	4.9e-48
50144	KOfam	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	1.7e-45
50197	KOfam	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	7.8e-45
50760	KOfam	K01907	acetoacetyl-CoA synthetase [EC:6.2.1.16]	1.4e-169
47509	KOfam	K07345	major type 1 subunit fimbrin (pilin)	1e-33
49251	KOfam	K07345	major type 1 subunit fimbrin (pilin)	1.8e-29
45931	KOfam	K01046	triacylglycerol lipase [EC:3.1.1.3]	3.8e-50
48840	KOfam	K01046	triacylglycerol lipase [EC:3.1.1.3]	9.1e-23
49315	KOfam	K01046	triacylglycerol lipase [EC:3.1.1.3]	7e-20
45255	KOfam	K01046	triacylglycerol lipase [EC:3.1.1.3]	1.2e-18
50079	KOfam	K00364	GMP reductase [EC:1.7.1.7]	3.2e-105
49334	KOfam	K16089	outer membrane receptor for ferrienterochelin and colicins	2.5e-149
47119	KOfam	K00833	adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	1.4e-195
45188	KOfam	K00833	adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	3.6e-172
49274	KOfam	K02956	small subunit ribosomal protein S15	1.5e-41
47295	KOfam	K02956	small subunit ribosomal protein S15	2.4e-39
49470	KOfam	K02956	small subunit ribosomal protein S15	9.9e-39
46367	KOfam	K07806	UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87]	3.9e-181
49620	KOfam	K22310	L-ornithine Nalpha-acyltransferase [EC:2.3.2.30]	1.7e-60
49018	KOfam	K09181	acetyltransferase	7.6e-262
49993	KOfam	K02759	cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205]	3.5e-32
48685	KOfam	K07147	methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]	1.4e-150
45122	KOfam	K07147	methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]	3.6e-149
49872	KOfam	K07153	high frequency lysogenization protein	4.2e-91
45327	KOfam	K03453	bile acid:Na+ symporter, BASS family	6.5e-77
46805	KOfam	K02003	putative ABC transport system ATP-binding protein	8.9e-120
47033	KOfam	K02003	putative ABC transport system ATP-binding protein	1.4e-98
49320	KOfam	K02003	putative ABC transport system ATP-binding protein	4.4e-93
46257	KOfam	K02003	putative ABC transport system ATP-binding protein	2.2e-91
49099	KOfam	K02003	putative ABC transport system ATP-binding protein	6.4e-90
49055	KOfam	K11719	lipopolysaccharide export system protein LptC	1.9e-41
45730	KOfam	K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]	4.9e-210
46508	KOfam	K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]	1.7e-198
50909	KOfam	K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]	1.4e-168
46893	KOfam	K20329	IclR family transcriptional regulator, positive regulator for flagellar biogenesis	2.3e-73
48145	KOfam	K02836	peptide chain release factor 2	7.6e-151
46252	KOfam	K02188	cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	2.4e-131
49505	KOfam	K01495	GTP cyclohydrolase IA [EC:3.5.4.16]	4.9e-55
48703	KOfam	K21745	MerR family transcriptional regulator, aldehyde-responsive regulator	2.8e-53
50123	KOfam	K21745	MerR family transcriptional regulator, aldehyde-responsive regulator	1.5e-48
50124	KOfam	K21745	MerR family transcriptional regulator, aldehyde-responsive regulator	6.7e-48
51069	KOfam	K21745	MerR family transcriptional regulator, aldehyde-responsive regulator	7e-38
45112	KOfam	K03282	large conductance mechanosensitive channel	1.7e-52
49499	KOfam	K21023	diguanylate cyclase [EC:2.7.7.65]	6.9e-181
51023	KOfam	K21023	diguanylate cyclase [EC:2.7.7.65]	4.6e-177
49272	KOfam	K05803	lipoprotein NlpI	6.8e-139
46142	KOfam	K07027	glycosyltransferase 2 family protein	6.3e-29
49145	KOfam	K00990	[protein-PII] uridylyltransferase [EC:2.7.7.59]	5.6e-292
46551	KOfam	K00990	[protein-PII] uridylyltransferase [EC:2.7.7.59]	2.5e-285
46336	KOfam	K00990	[protein-PII] uridylyltransferase [EC:2.7.7.59]	5.3e-249
