gene_callers_id	source	accession	function	e_value
20757	KOfam	K01011	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	1.4e-81
22444	KOfam	K01011	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	5.6e-80
16350	KOfam	K03821	polyhydroxyalkanoate synthase subunit PhaC [EC:2.3.1.-]	4.5e-99
22234	KOfam	K06959	protein Tex	0
15527	KOfam	K06959	protein Tex	1.3e-273
22556	KOfam	K03809	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	3.2e-43
20147	KOfam	K03809	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	1.6e-22
15803	KOfam	K03809	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	1.1e-18
22571	KOfam	K19689	aminopeptidase [EC:3.4.11.-]	7.2e-126
20001	KOfam	K19689	aminopeptidase [EC:3.4.11.-]	9.2e-83
22909	KOfam	K01937	CTP synthase [EC:6.3.4.2]	3.5e-254
20920	KOfam	K01937	CTP synthase [EC:6.3.4.2]	1.1e-225
23126	KOfam	K01937	CTP synthase [EC:6.3.4.2]	1.7e-216
19576	KOfam	K01937	CTP synthase [EC:6.3.4.2]	7.9e-110
15613	KOfam	K05589	cell division protein FtsB	3.7e-34
22905	KOfam	K05589	cell division protein FtsB	5.7e-33
16778	KOfam	K05589	cell division protein FtsB	1.5e-30
19785	KOfam	K01923	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	1.3e-62
16334	KOfam	K00383	glutathione reductase (NADPH) [EC:1.8.1.7]	1.6e-203
16619	KOfam	K10806	acyl-CoA thioesterase YciA [EC:3.1.2.-]	2e-65
16979	KOfam	K10806	acyl-CoA thioesterase YciA [EC:3.1.2.-]	2.9e-59
16495	KOfam	K10806	acyl-CoA thioesterase YciA [EC:3.1.2.-]	1.8e-57
19096	KOfam	K10806	acyl-CoA thioesterase YciA [EC:3.1.2.-]	8.2e-57
21354	KOfam	K10806	acyl-CoA thioesterase YciA [EC:3.1.2.-]	2.6e-34
18467	KOfam	K10806	acyl-CoA thioesterase YciA [EC:3.1.2.-]	1.4e-33
17390	KOfam	K10806	acyl-CoA thioesterase YciA [EC:3.1.2.-]	7.9e-33
16395	KOfam	K10806	acyl-CoA thioesterase YciA [EC:3.1.2.-]	6.4e-32
19562	KOfam	K03885	NADH:ubiquinone reductase (H+-translocating) [EC:7.1.1.2]	2.3e-86
16030	KOfam	K00432	glutathione peroxidase [EC:1.11.1.9]	2.5e-79
18364	KOfam	K00432	glutathione peroxidase [EC:1.11.1.9]	1e-77
16798	KOfam	K00432	glutathione peroxidase [EC:1.11.1.9]	7.9e-74
20403	KOfam	K00432	glutathione peroxidase [EC:1.11.1.9]	1.1e-70
20632	KOfam	K00432	glutathione peroxidase [EC:1.11.1.9]	4.5e-66
16870	KOfam	K00432	glutathione peroxidase [EC:1.11.1.9]	1.8e-63
22709	KOfam	K19163	toxin CcdB	2.9e-33
23170	KOfam	K19163	toxin CcdB	1.9e-31
21736	KOfam	K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	1e-108
19323	KOfam	K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	4e-19
18963	KOfam	K01738	cysteine synthase [EC:2.5.1.47]	8.4e-152
16091	KOfam	K01738	cysteine synthase [EC:2.5.1.47]	5e-138
18125	KOfam	K01738	cysteine synthase [EC:2.5.1.47]	6e-130
21163	KOfam	K16244	phenol/toluene 2-monooxygenase (NADH) P2/A2 [EC:1.14.13.244 1.14.13.243]	2e-38
18614	KOfam	K00340	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	3.4e-44
20776	KOfam	K03113	translation initiation factor 1	1.9e-14
22566	KOfam	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	2.5e-73
21916	KOfam	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	8.2e-71
22780	KOfam	K15598	putative hydroxymethylpyrimidine transport system substrate-binding protein	3.4e-122
16880	KOfam	K02782	glucitol/sorbitol PTS system EIIB component [EC:2.7.1.198]	7.8e-160
22082	KOfam	K22452	protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	7.6e-171
16848	KOfam	K22452	protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	1.8e-165
17944	KOfam	K02027	multiple sugar transport system substrate-binding protein	2.5e-54
21911	KOfam	K02033	peptide/nickel transport system permease protein	9.5e-116
18101	KOfam	K02033	peptide/nickel transport system permease protein	1.1e-110
17915	KOfam	K02033	peptide/nickel transport system permease protein	5.1e-109
20305	KOfam	K02033	peptide/nickel transport system permease protein	1e-108
23026	KOfam	K02033	peptide/nickel transport system permease protein	1.6e-107
19242	KOfam	K02033	peptide/nickel transport system permease protein	2.7e-104
20397	KOfam	K02033	peptide/nickel transport system permease protein	4.5e-92
16554	KOfam	K02033	peptide/nickel transport system permease protein	4.3e-89
18091	KOfam	K01512	acylphosphatase [EC:3.6.1.7]	1.9e-25
23128	KOfam	K11073	putrescine transport system substrate-binding protein	1.1e-140
19476	KOfam	K00793	riboflavin synthase [EC:2.5.1.9]	7.2e-87
23029	KOfam	K00793	riboflavin synthase [EC:2.5.1.9]	1.1e-77
20043	KOfam	K00793	riboflavin synthase [EC:2.5.1.9]	5.7e-74
16786	KOfam	K00793	riboflavin synthase [EC:2.5.1.9]	2.5e-73
16394	KOfam	K00793	riboflavin synthase [EC:2.5.1.9]	7.9e-73
19571	KOfam	K00793	riboflavin synthase [EC:2.5.1.9]	2.6e-72
18014	KOfam	K05833	putative tryptophan/tyrosine transport system ATP-binding protein	5.6e-113
18718	KOfam	K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	9.4e-58
17720	KOfam	K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	1.3e-54
16872	KOfam	K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	5.5e-31
16348	KOfam	K09953	lipid A 3-O-deacylase [EC:3.1.1.-]	2.6e-98
21605	KOfam	K12340	outer membrane protein	4.2e-91
17655	KOfam	K14731	epsilon-lactone hydrolase [EC:3.1.1.83]	2.2e-97
16289	KOfam	K16898	ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]	2e-218
19643	KOfam	K16898	ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]	5.4e-210
20401	KOfam	K16898	ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]	1.5e-172
17977	KOfam	K09774	lipopolysaccharide export system protein LptA	4.6e-32
18924	KOfam	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	1.8e-163
17872	KOfam	K24180	malate permease and related proteins	2e-62
17207	KOfam	K02621	topoisomerase IV subunit A [EC:5.6.2.2]	2.5e-278
17646	KOfam	K02609	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]	1.8e-169
19819	KOfam	K09748	ribosome maturation factor RimP	3.3e-36
18100	KOfam	K12368	dipeptide transport system substrate-binding protein	9.8e-237
16182	KOfam	K17947	dTDP-L-rhamnose 4-epimerase [EC:5.1.3.25]	1.1e-127
20070	KOfam	K02392	flagellar basal-body rod protein FlgG	3.4e-110
15801	KOfam	K03098	apolipoprotein D and lipocalin family protein	4.3e-40
23083	KOfam	K03926	periplasmic divalent cation tolerance protein	7.2e-36
16482	KOfam	K03926	periplasmic divalent cation tolerance protein	6e-30
17852	KOfam	K08683	3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178]	1.9e-72
19459	KOfam	K21563	CRP/FNR family transcriptional regulator, dissimilatory nitrate respiration regulator	1.7e-59
16481	KOfam	K06889	uncharacterized protein	2.3e-44
16160	KOfam	K06889	uncharacterized protein	2.9e-40
16981	KOfam	K06889	uncharacterized protein	5.6e-39
17457	KOfam	K02437	glycine cleavage system H protein	7.6e-54
17802	KOfam	K01658	anthranilate synthase component II [EC:4.1.3.27]	5.9e-101
21643	KOfam	K01658	anthranilate synthase component II [EC:4.1.3.27]	5.3e-76
16659	KOfam	K01894	glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]	5e-113
18336	KOfam	K10027	phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]	2.5e-161
17802	KOfam	K01664	para-aminobenzoate synthetase component II [EC:2.6.1.85]	5.6e-102
17974	KOfam	K07215	heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]	1.5e-27
22164	KOfam	K13274	cell wall-associated protease [EC:3.4.21.-]	3.2e-109
20193	KOfam	K02379	FdhD protein	2.2e-74
20481	KOfam	K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	6.9e-107
17708	KOfam	K03701	excinuclease ABC subunit A	1.4e-273
19228	KOfam	K03701	excinuclease ABC subunit A	1.1e-270
17810	KOfam	K03701	excinuclease ABC subunit A	1.5e-262
18679	KOfam	K03701	excinuclease ABC subunit A	1e-129
20587	KOfam	K03700	recombination protein U	1.1e-79
17776	KOfam	K07566	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	2.2e-111
18315	KOfam	K07566	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	2.6e-111
23110	KOfam	K07566	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	6.5e-47
18696	KOfam	K05365	penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]	3.1e-301
22317	KOfam	K03072	preprotein translocase subunit SecD	4.6e-150
22270	KOfam	K03072	preprotein translocase subunit SecD	4.9e-141
19308	KOfam	K03072	preprotein translocase subunit SecD	3.4e-140
21410	KOfam	K03072	preprotein translocase subunit SecD	3e-135
21558	KOfam	K01895	acetyl-CoA synthetase [EC:6.2.1.1]	0
18866	KOfam	K01895	acetyl-CoA synthetase [EC:6.2.1.1]	8.1e-304
22330	KOfam	K10026	7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	5.4e-26
22026	KOfam	K01881	prolyl-tRNA synthetase [EC:6.1.1.15]	1.7e-91
21141	KOfam	K01659	2-methylcitrate synthase [EC:2.3.3.5]	3.6e-195
19649	KOfam	K01659	2-methylcitrate synthase [EC:2.3.3.5]	5.5e-191
17901	KOfam	K01659	2-methylcitrate synthase [EC:2.3.3.5]	8.2e-174
21800	KOfam	K22719	murein hydrolase activator	1.3e-77
19108	KOfam	K04090	indolepyruvate ferredoxin oxidoreductase [EC:1.2.7.8]	0
22239	KOfam	K04090	indolepyruvate ferredoxin oxidoreductase [EC:1.2.7.8]	2.9e-276
16579	KOfam	K04084	thioredoxin:protein disulfide reductase [EC:1.8.4.16]	5.7e-197
23240	KOfam	K04084	thioredoxin:protein disulfide reductase [EC:1.8.4.16]	5.6e-183
20071	KOfam	K02393	flagellar L-ring protein FlgH	5.4e-72
22900	KOfam	K07002	uncharacterized protein	1.8e-59
22039	KOfam	K07002	uncharacterized protein	1.2e-18
21828	KOfam	K03270	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]	1.2e-72
16070	KOfam	K00989	ribonuclease PH [EC:2.7.7.56]	5.4e-127
19165	KOfam	K09013	Fe-S cluster assembly ATP-binding protein	2.3e-120
19132	KOfam	K09007	GTP cyclohydrolase IB [EC:3.5.4.16]	2.6e-110
18074	KOfam	K11890	type VI secretion system protein ImpM	5.2e-21
16290	KOfam	K16899	ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]	3.7e-113
19642	KOfam	K16899	ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]	1.5e-111
18397	KOfam	K16899	ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]	6.7e-77
19205	KOfam	K16899	ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]	1.1e-72
20621	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	2.3e-22
23006	KOfam	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	2.8e-15
19230	KOfam	K21006	polysaccharide biosynthesis protein PelA	0
17338	KOfam	K09952	CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]	1.4e-173
19889	KOfam	K09946	uncharacterized protein	4.3e-26
22471	KOfam	K13936	malonate transporter and related proteins	2.4e-79
18015	KOfam	K05832	putative tryptophan/tyrosine transport system permease protein	6.3e-118
18371	KOfam	K21990	formate-nitrite transporter family protein	5.6e-84
16164	KOfam	K11072	spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]	1.4e-172
22662	KOfam	K11072	spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]	1.2e-161
21874	KOfam	K01261	glutamyl aminopeptidase [EC:3.4.11.7]	8.8e-165
19798	KOfam	K03476	L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]	5.7e-129
20990	KOfam	K02768	fructose PTS system EIIA component [EC:2.7.1.202]	1.9e-48
17096	KOfam	K02768	fructose PTS system EIIA component [EC:2.7.1.202]	8.4e-47
17895	KOfam	K03310	alanine or glycine:cation symporter, AGCS family	8.6e-189
19844	KOfam	K03310	alanine or glycine:cation symporter, AGCS family	4.9e-149
21741	KOfam	K03310	alanine or glycine:cation symporter, AGCS family	1.4e-135
19843	KOfam	K03310	alanine or glycine:cation symporter, AGCS family	9.9e-99
20090	KOfam	K01507	inorganic pyrophosphatase [EC:3.6.1.1]	3.2e-50
17381	KOfam	K01507	inorganic pyrophosphatase [EC:3.6.1.1]	2.9e-38
20400	KOfam	K02032	peptide/nickel transport system ATP-binding protein	9.1e-259
15814	KOfam	K02032	peptide/nickel transport system ATP-binding protein	2.1e-118
19241	KOfam	K02032	peptide/nickel transport system ATP-binding protein	7.3e-118
16553	KOfam	K02032	peptide/nickel transport system ATP-binding protein	3.5e-116
16885	KOfam	K05985	ribonuclease M5 [EC:3.1.26.8]	1.9e-69
19659	KOfam	K00631	glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	8e-277
17155	KOfam	K16053	miniconductance mechanosensitive channel	9.9e-171
20221	KOfam	K09826	Fur family transcriptional regulator, iron response regulator	1.7e-43
21743	KOfam	K21600	CsoR family transcriptional regulator, copper-sensing transcriptional repressor	3.1e-36
15544	KOfam	K02967	small subunit ribosomal protein S2	6.8e-128
18433	KOfam	K02967	small subunit ribosomal protein S2	1.2e-121
18407	KOfam	K02967	small subunit ribosomal protein S2	1.3e-118
17546	KOfam	K02967	small subunit ribosomal protein S2	7.5e-116
20053	KOfam	K02967	small subunit ribosomal protein S2	3e-115
20262	KOfam	K11927	ATP-dependent RNA helicase RhlE [EC:3.6.4.13]	9e-166
22778	KOfam	K15599	putative hydroxymethylpyrimidine transport system permease protein	1.8e-100
16881	KOfam	K02783	glucitol/sorbitol PTS system EIIC component	1.7e-80
21370	KOfam	K03106	signal recognition particle subunit SRP54 [EC:3.6.5.4]	2.1e-204
21165	KOfam	K16245	phenol/toluene 2-monooxygenase (NADH) P4/A4 [EC:1.14.13.244 1.14.13.243]	1.3e-51
19030	KOfam	K03648	uracil-DNA glycosylase [EC:3.2.2.27]	2.8e-98
17187	KOfam	K03648	uracil-DNA glycosylase [EC:3.2.2.27]	3e-94
15960	KOfam	K03648	uracil-DNA glycosylase [EC:3.2.2.27]	1.1e-87
22381	KOfam	K00355	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	9.4e-49
19209	KOfam	K08084	type IV fimbrial biogenesis protein FimT	1.4e-33
22433	KOfam	K08084	type IV fimbrial biogenesis protein FimT	8.5e-31
20955	KOfam	K08084	type IV fimbrial biogenesis protein FimT	2.3e-25
20115	KOfam	K06903	uncharacterized protein	2.5e-32
17108	KOfam	K06929	uncharacterized protein	3.1e-58
19500	KOfam	K06929	uncharacterized protein	2.5e-57
20174	KOfam	K06929	uncharacterized protein	1.9e-56
23090	KOfam	K07389	cytolysin-activating lysine-acyltransferase [EC:2.3.1.-]	1.7e-20
19193	KOfam	K01920	glutathione synthase [EC:6.3.2.3]	8.1e-118
22698	KOfam	K01934	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	8.8e-47
19602	KOfam	K01934	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	9.9e-45
19309	KOfam	K01934	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	3.8e-44
16875	KOfam	K01934	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	2.2e-38
22751	KOfam	K01934	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	7.3e-38
22522	KOfam	K06915	uncharacterized protein	1.9e-118
17147	KOfam	K06915	uncharacterized protein	2.2e-74
15682	KOfam	K08086	pilus assembly protein FimV	1.1e-23
16955	KOfam	K08086	pilus assembly protein FimV	1.9e-09
21559	KOfam	K01908	propionyl-CoA synthetase [EC:6.2.1.17]	0
22232	KOfam	K06901	adenine/guanine/hypoxanthine permease	6.4e-117
21969	KOfam	K06901	adenine/guanine/hypoxanthine permease	4.9e-111
20921	KOfam	K06901	adenine/guanine/hypoxanthine permease	1.1e-56
18716	KOfam	K03892	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	2.1e-27
15937	KOfam	K03892	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	6.1e-26
21735	KOfam	K00425	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	7.5e-96
21978	KOfam	K02232	adenosylcobyric acid synthase [EC:6.3.5.10]	5.8e-145
18268	KOfam	K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	7.4e-72
19442	KOfam	K03110	fused signal recognition particle receptor	6.6e-158
20365	KOfam	K03110	fused signal recognition particle receptor	1.8e-145
15633	KOfam	K03110	fused signal recognition particle receptor	4.6e-143
16483	KOfam	K03110	fused signal recognition particle receptor	2.4e-142
21269	KOfam	K03110	fused signal recognition particle receptor	2.2e-141
21292	KOfam	K03110	fused signal recognition particle receptor	2.1e-139
17209	KOfam	K01713	cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]	5e-81
16866	KOfam	K16509	regulatory protein spx	4.7e-63
15779	KOfam	K16509	regulatory protein spx	8.2e-63
18604	KOfam	K16509	regulatory protein spx	4.9e-52
20816	KOfam	K07404	6-phosphogluconolactonase [EC:3.1.1.31]	8.5e-93
17188	KOfam	K20534	polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]	5.7e-128
17013	KOfam	K02795	mannose PTS system EIIC component	3.9e-90
17232	KOfam	K02959	small subunit ribosomal protein S16	7.1e-48
16776	KOfam	K02959	small subunit ribosomal protein S16	1.1e-37
18405	KOfam	K23997	ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase [EC:4.2.1.136 5.1.99.6]	2e-120
16879	KOfam	K02781	glucitol/sorbitol PTS system EIIA component [EC:2.7.1.198]	1.8e-38
21244	KOfam	K05788	integration host factor subunit beta	8.5e-48
17481	KOfam	K05788	integration host factor subunit beta	1.6e-43
22468	KOfam	K00800	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	1.2e-211
19046	KOfam	K18929	L-lactate dehydrogenase complex protein LldF	1.1e-184
16754	KOfam	K02965	small subunit ribosomal protein S19	5.8e-51
21102	KOfam	K02965	small subunit ribosomal protein S19	6.1e-50
21907	KOfam	K02965	small subunit ribosomal protein S19	5e-49
23031	KOfam	K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	1.6e-189
19477	KOfam	K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	1e-184
22781	KOfam	K02030	polar amino acid transport system substrate-binding protein	7e-85
17957	KOfam	K02030	polar amino acid transport system substrate-binding protein	2.6e-57
23258	KOfam	K02030	polar amino acid transport system substrate-binding protein	6e-49
21045	KOfam	K02030	polar amino acid transport system substrate-binding protein	3e-47
19433	KOfam	K02030	polar amino acid transport system substrate-binding protein	5.3e-47
17199	KOfam	K02030	polar amino acid transport system substrate-binding protein	8e-46
17200	KOfam	K02030	polar amino acid transport system substrate-binding protein	1e-43
23162	KOfam	K02030	polar amino acid transport system substrate-binding protein	3.8e-41
20540	KOfam	K02030	polar amino acid transport system substrate-binding protein	2.8e-37
18593	KOfam	K02030	polar amino acid transport system substrate-binding protein	3.8e-36
18586	KOfam	K02030	polar amino acid transport system substrate-binding protein	4.3e-35
22819	KOfam	K02030	polar amino acid transport system substrate-binding protein	6.8e-34
19338	KOfam	K02030	polar amino acid transport system substrate-binding protein	5.9e-33
21782	KOfam	K02030	polar amino acid transport system substrate-binding protein	2.2e-32
18803	KOfam	K02030	polar amino acid transport system substrate-binding protein	1.1e-29
17209	KOfam	K02030	polar amino acid transport system substrate-binding protein	1.5e-28
19633	KOfam	K02030	polar amino acid transport system substrate-binding protein	9.8e-28
17670	KOfam	K09165	dodecin	3.4e-29
16899	KOfam	K09165	dodecin	2.5e-22
19183	KOfam	K09159	antitoxin CptB	1.5e-24
18667	KOfam	K03312	glutamate:Na+ symporter, ESS family	7.9e-143
15721	KOfam	K03312	glutamate:Na+ symporter, ESS family	1.3e-88
16077	KOfam	K03474	pyridoxine 5-phosphate synthase [EC:2.6.99.2]	8.3e-88
15560	KOfam	K11070	spermidine/putrescine transport system permease protein	9.1e-95
16162	KOfam	K11070	spermidine/putrescine transport system permease protein	1e-94
21326	KOfam	K06518	holin-like protein	2.2e-38
23079	KOfam	K06518	holin-like protein	3.4e-37
20436	KOfam	K03306	inorganic phosphate transporter, PiT family	5.4e-134
20462	KOfam	K03306	inorganic phosphate transporter, PiT family	7.9e-133
19053	KOfam	K03306	inorganic phosphate transporter, PiT family	2.8e-124
19681	KOfam	K07160	5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]	3.4e-78
18808	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	3e-152
21211	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	9.2e-152
20838	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	1.5e-146
19472	KOfam	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	1.2e-142
15776	KOfam	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	7.9e-182
16863	KOfam	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	2.3e-179
22382	KOfam	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	4.5e-167
17434	KOfam	K02839	peptide chain release factor	1.9e-77
18452	KOfam	K00784	ribonuclease Z [EC:3.1.26.11]	1.1e-77
16061	KOfam	K00974	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	5.1e-98
22918	KOfam	K00974	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	4.4e-97
19994	KOfam	K16870	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]	8.2e-67
20356	KOfam	K11892	type VI secretion system protein ImpK	5.2e-47
18069	KOfam	K09005	uncharacterized protein	1.1e-46
21155	KOfam	K09005	uncharacterized protein	1.4e-42
19962	KOfam	K03500	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	1.1e-138
15910	KOfam	K03500	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	3.3e-130
15790	KOfam	K03500	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	1.6e-129
16540	KOfam	K03500	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	1.3e-127
20256	KOfam	K03500	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	1.1e-119
18635	KOfam	K00009	mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	4.1e-148
20645	KOfam	K01465	dihydroorotase [EC:3.5.2.3]	2.8e-132
22293	KOfam	K13288	oligoribonuclease [EC:3.1.-.-]	3.5e-92
19612	KOfam	K13288	oligoribonuclease [EC:3.1.-.-]	1.7e-77
20098	KOfam	K01698	porphobilinogen synthase [EC:4.2.1.24]	1.5e-164
17324	KOfam	K01698	porphobilinogen synthase [EC:4.2.1.24]	2e-164
15943	KOfam	K01698	porphobilinogen synthase [EC:4.2.1.24]	1.8e-123
18350	KOfam	K01698	porphobilinogen synthase [EC:4.2.1.24]	2.1e-94
20069	KOfam	K02391	flagellar basal-body rod protein FlgF	2.1e-77
17976	KOfam	K06861	lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]	7e-138
22267	KOfam	K06861	lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]	3e-134
22657	KOfam	K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	3.6e-249
16737	KOfam	K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	2.3e-215
21225	KOfam	K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	6.7e-160
22535	KOfam	K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	2.1e-133
19404	KOfam	K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	1.8e-115
21508	KOfam	K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	4.5e-63
19871	KOfam	K21574	glucan 1,4-alpha-glucosidase [EC:3.2.1.3]	0
16804	KOfam	K19000	Rho-binding antiterminator	1.9e-21
20754	KOfam	K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]	8e-206
23203	KOfam	K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]	1.4e-202
16222	KOfam	K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]	2.9e-190
15596	KOfam	K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]	2.3e-189
22097	KOfam	K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]	5.7e-126
19037	KOfam	K02434	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	1e-214
22521	KOfam	K01673	carbonic anhydrase [EC:4.2.1.1]	7.6e-72
20020	KOfam	K01673	carbonic anhydrase [EC:4.2.1.1]	9.6e-24
17985	KOfam	K01673	carbonic anhydrase [EC:4.2.1.1]	1.2e-22
20472	KOfam	K01673	carbonic anhydrase [EC:4.2.1.1]	2e-18
21339	KOfam	K03070	preprotein translocase subunit SecA [EC:7.4.2.8]	0
19595	KOfam	K03070	preprotein translocase subunit SecA [EC:7.4.2.8]	0
18800	KOfam	K03070	preprotein translocase subunit SecA [EC:7.4.2.8]	3.2e-201
20606	KOfam	K03070	preprotein translocase subunit SecA [EC:7.4.2.8]	6.9e-146
16906	KOfam	K03070	preprotein translocase subunit SecA [EC:7.4.2.8]	2.1e-140
15850	KOfam	K02408	flagellar hook-basal body complex protein FliE	1e-24
20225	KOfam	K22900	tRNA (adenine37-N6)-methyltransferase [EC:2.1.1.-]	2.3e-69
19670	KOfam	K04079	molecular chaperone HtpG	6.3e-205
21837	KOfam	K04079	molecular chaperone HtpG	1e-129
20367	KOfam	K03071	preprotein translocase subunit SecB	7.7e-11
16691	KOfam	K07571	S1 RNA binding domain protein	2.3e-58
19540	KOfam	K04078	chaperonin GroES	4.4e-42
20592	KOfam	K04078	chaperonin GroES	4.6e-41
